ROL_ESTABLECIMIENTO,NOMBRE_ESTABLECIMIENTO,PROMEDIO_GENERAL_ANUAL,ANIO
73,ESCUELA VALLE DE COBIJA,7.0,2019
17640,ESCUELA BASICA EL PILME,7.0,2019
3917,ESCUELA VALLE DE ATACALCO,6.9,2019
3189,ESCUELA TERESA CONSUELO,6.9,2019
3239,ESCUELA MARIA PETRONILA CASTRO G.,6.85,2019
2633,ESCUELA MARTA VALDES ECHEÃIQUE,6.8090909090909095,2019
5167,ESCUELA NAHUELBUTA ALTO,6.8,2019
22016,ESCUELA PARTICULAR CARRAN CHICO,6.8,2019
6578,ESCUELA PARTICULAR LA MONTANA,6.8,2019
785,ESCUELA BASICA LOS MAITENES DE SAMO ALTO,6.8,2019
7559,ESCUELA RURAL LOS CASTAÃOS,6.8,2019
2568,ESCUELA MUNICIPAL DE PANAMA,6.7846153846153845,2019
8317,ESCUELA RURAL LA POZA CONTAO,6.779999999999999,2019
5557,ESCUELA VICENTE PEREZ ROSALES,6.766666666666667,2019
3829,ESCUELA BASICA EL CARACOL,6.753846153846154,2019
6361,ESCUELA DE CAYCHAYEN,6.75,2019
7945,ESCUELA RURAL EL PEUCHEN,6.733333333333333,2019
7868,ESCUELA RURAL LOS PINOS DEL EMPALME,6.714285714285714,2019
1182,ESCUELA BASICA G-47,6.7125,2019
8407,ESCUELA MARIA ANTONIETA PARRA MONSALVE,6.7,2019
5524,ESC. BASICA EL LINGUE,6.7,2019
179,ESCUELA BASICA MAUQUE,6.7,2019
11206,ESCUELA MUNICIPAL LAS PUERTAS,6.7,2019
884,ESCUELA BASICA JUAN FRANCISCO GONZALEZ,6.699999999999999,2019
7803,ESCUELA RURAL SAN AGUSTIN,6.699999999999999,2019
6097,ESCUELA LAS VERTIENTES,6.685714285714285,2019
7689,ESCUELA RURAL PICHIQUILLAIPE,6.671428571428572,2019
3377,ESCUELA MANUEL ROZAS ARISTIA,6.663636363636363,2019
8225,ESCUELA RURAL CANAN,6.6625,2019
8033,ESCUELA RURAL LA ESTANCIA,6.6571428571428575,2019
3502,ADELAIDA RIQUELME MESA,6.655555555555555,2019
4426,ESCUELA BASICA EL PARRON,6.65,2019
24322,ESCUELA BASICA RURAL SENO OBSTRUCCION,6.65,2019
8880,COLEGIO NIDO DE AGUILAS,6.645936794582393,2019
4298,ESCUELA EL MANZANO,6.640000000000001,2019
