ROL_ESTABLECIMIENTO,NOMBRE_ESTABLECIMIENTO,PROMEDIO_GENERAL_ANUAL,ANIO
752,ESCUELA VALLE HERMOSO,6.840000000000001,2004
14786,COLEGIO KIM KATANKURA,6.8,2004
6009,MOLULCO,6.742857142857143,2004
3103,ESC. DE ORIOM,6.735714285714286,2004
25130,ESCUELA BASICA PARTICULAR  LOS CEIBOS,6.725,2004
948,ESCUELA LAS AGUILAS,6.7,2004
881,ESCUELA BASICA MARIA QUITERIA RAMIREZ,6.7,2004
5932,COLONIA MENDOZA,6.7,2004
24218,NUESTRA SENORA DE LA DIVINA PROVIDENCIA,6.688888888888889,2004
11194,ESCUELA BASICA HUINCA,6.688888888888889,2004
819,ESCUELA BUENAVENTURA,6.683333333333334,2004
3986,SANTA ROSA LAS RAICES,6.666666666666667,2004
789,ESCUELA EL ESPINAL DE RIO HURTADO,6.654545454545455,2004
8081,"ESCUELA RURAL ""CAYUCAN""",6.654545454545455,2004
11609,ESCUELA MUNICIPAL MELIMOYU,6.65,2004
941,ESCUELA MINERAL DE TALCA,6.65,2004
10538,LAS MELOSAS G-637,6.642857142857143,2004
25958,ESCUELA BASICA MIRASOL DE SANTIAGO,6.633333333333333,2004
3177,ESC. MARIA INES MAROMILLAS,6.609090909090909,2004
22227,COLEGIO AUSTRALIS,6.606666666666667,2004
999,ESCUELA DIECIOCHO DE SEPTIEMBRE,6.6,2004
24322,ESCUELA RURAL SENO OBSTRUCCION,6.58,2004
24488,AMERICAN BRITISH SCHOOL,6.573045822102426,2004
8486,ESCUELA VILLA LAS ESTRELLAS,6.56,2004
8334,"ESCUELA RURAL ""EL ESPOLON""",6.557894736842105,2004
2706,ESCUELA LO MARCHANT,6.55,2004
5556,ESCUELA SAN CARLITOS,6.542857142857143,2004
4502,TURQUIA,6.540000000000001,2004
11686,ESC HEROES DE LA CONCEPCION,6.5200000000000005,2004
8335,"ESCUELA RURAL ""RIO AZUL""",6.5200000000000005,2004
13325,ESCUELA BASICA JOSE RAFAEL SALINAS,6.516666666666667,2004
996,ESCUELA EL LANCO,6.5125,2004
9485,HANS Y GRETEL,6.508333333333333,2004
785,ESCUELA LOS MAITENES DE SAMO ALTO,6.5,2004
14762,COLEGIO PARTICULAR ANDES-CHILE,6.5,2004
861,ESCUELA MANUEL BAQUEDANO,6.5,2004
25643,ESCUELA BASICA THE INTERNATIONAL PREPARA,6.5,2004
12562,ESCUELA    LAONZANA,6.5,2004
1130,ESC. BAS. LOS HORNOS DE HUAQUEN,6.485714285714286,2004
7091,"ESCUELA RURAL ""CUDILELFU""",6.4818181818181815,2004
6368,LAS LOICAS,6.4799999999999995,2004
13555,ESCUELA BASICA EL PALOMO,6.4750000000000005,2004
7087,"ESCUELA RURAL ""PULLINQUE ALTO""",6.475,2004
25919,ESCUELA BASICA NEHUEN,6.473684210526316,2004
8473,ESCUELA POSESION,6.468181818181819,2004
25806,ESCUELA BASICA ESPAÃA DE MELIPILLA,6.460869565217391,2004
12682,ESCUELA IQUIQUE BULNES,6.459264305177112,2004
1181,ESCUELA BAS. LOS ANGELES,6.453571428571428,2004
12657,COLEGIO EAGLES COLLEGE,6.452941176470588,2004
25356,COLEGIO LA PRADERA DE CURACAVI,6.452293577981651,2004
8178,"ESCUELA RURAL ""HUELMO""",6.45,2004
82,ESCUELA SAN FRANCISCO DE ASIS,6.45,2004
7367,"ESCUELA RURAL ""TACAMO BAJO""",6.45,2004
6034,KURT GOLDAMMER FLEISCHER,6.449999999999999,2004
5115,TRONGOL BAJO,6.445454545454546,2004
13178,"ESCUELA ""HISPANO AMERICA""",6.440625,2004
25851,ESCUELA BASICA EL ARRAYAN DE MAIPU,6.435483870967742,2004
3877,SANTA EDUVIGIS,6.433333333333334,2004
7842,"ESCUELA RURAL ""NATALIA WITTWER""",6.433333333333334,2004
6221,SAN ROQUE,6.433333333333334,2004
1021,ESCUELA BASICA ZAPALLAR,6.425,2004
7904,"ESCUELA RURAL ""SERENA ESPERANZA""",6.425,2004
7184,ESCUELA PARTICULAR N.278 LOS PINOS,6.425,2004
1876,ESCUELA BASICA LA QUEBRADA,6.42,2004
2671,ESCUELA LA PATAGUILLA,6.42,2004
3917,VALLE ATACALCO,6.418181818181818,2004
11783,GIORDANO BRUNO,6.414418604651162,2004
7840,"ESCUELA RURAL ""PAULINO VELASQUEZ ALVARAD",6.4125,2004
1153,ESCUELA BASICA G-22,6.4125,2004
25006,SCUOLA ITALIANA VITTORIO MONTIGLIO ANEXO,6.409629629629629,2004
7987,ESCUELA CARLOS SPRINGER NIKLITSCHEK,6.407692307692307,2004
508,ESCUELA,6.407692307692307,2004
20153,COLEGIO PUCON NEVAD0S,6.404615384615385,2004
16526,COLOGIO LOS ALERCES,6.401851851851852,2004
3015,COLEGIO PARTICULAR MONTESSORI,6.40036674816626,2004
8338,"ESCUELA RURAL ""LONCONAO""",6.4,2004
8055,"ESCUELA RURAL ""BELBEN""",6.4,2004
