ROL_ESTABLECIMIENTO,NOMBRE_ESTABLECIMIENTO,PROMEDIO_GENERAL_ANUAL,ANIO
12688,ESCUELA BASICA GOLDEN NORTH,6.925000000000001,2003
5278,ARTURO PEREZ CANTO,6.883333333333333,2003
25130,ESC. PART.DE PARVULOS N.86 LOS CEIBOS,6.855555555555556,2003
12636,COLEGIO NIMARA,6.803846153846154,2003
10816,ESCUELA G-714 ULMEN,6.7250000000000005,2003
14680,COLEGIO MARIA MADRE,6.7,2003
16546,COLEGIO INGLES ROMERAL,6.68,2003
8467,ESCUELA BERNARDO BRUYNE,6.68,2003
24322,ESCUELA RURAL SENO OBSTRUCCION,6.68,2003
752,ESCUELA VALLE HERMOSO,6.671428571428572,2003
3103,ESC. DE ORIOM,6.664285714285714,2003
999,ESCUELA 18 DE SEPTIEMBRE,6.659999999999999,2003
8486,ESCUELA VILLA LAS ESTRELLAS,6.6571428571428575,2003
789,ESCUELA EL ESPINAL DE RIO HURTADO,6.645454545454545,2003
502,ESCUELA,6.63,2003
941,ESCUELA MINERAL DE TALCA,6.6,2003
10538,LAS MELOSAS G-637,6.591666666666666,2003
996,ESCUELA EL LANCO,6.583333333333333,2003
508,ESCUELA,6.576923076923077,2003
24488,AMERICAN BRITISH SCHOOL,6.575621890547264,2003
3121,ESC. EL FUERTE,6.572727272727272,2003
3177,ESC. MARÂ¡A IN?S MAROMILLAS,6.572727272727272,2003
3847,ARTURO PEREZ CANTO,6.571428571428571,2003
10872,ESCUELA,6.566666666666666,2003
25826,ESCUELA BASICA PARTICULAR MILLAWE,6.556,2003
2815,ESC. EL CULENAR,6.55,2003
5964,SAN CAMILO,6.55,2003
25833,ESCUELA BASICA SAINT PAUL MONTESSORI SCH,6.540000000000001,2003
25806,ESCUELA BASICA PARTICULAR LA RIOJA,6.5375,2003
7987,"ESCUELA ""CARLOS SPRINGER NIKLITSCHEK""",6.535714285714286,2003
8091,"ESCUELA RURAL ""CALLE""",6.5307692307692315,2003
10822,ESCUELA RURAL FUTURO,6.529999999999999,2003
6746,SAN CARLOS,6.525,2003
699,ESCUELA BASICA MARIA ISABEL PERALTA,6.521428571428571,2003
24230,COLEGIO KALEM,6.515217391304348,2003
11194,ESCUELA BASICA HUINCA,6.51,2003
785,ESCUELA LOS MAITENES DE SAMO ALTO,6.5,2003
843,ESCUELA LOS PERALES DE CAMPANARIO,6.5,2003
25643,ESCUELA BASICA THE INTERNATIONAL PREPARA,6.5,2003
20050,COLEGIO PUCON,6.492857142857143,2003
14296,ESCUELA BASICA LA FLORESTA,6.4875,2003
13325,ESCUELA BASICA JOSE RAFAEL SALINAS,6.483333333333333,2003
819,ESCUELA BUENAVENTURA,6.48125,2003
9485,HANSEL Y GRETEL,6.47972972972973,2003
7087,"ESCUELA RURAL ""PULLINQUE ALTO""",6.475,2003
939,ESCUELA ALMENDRO DE QUILE,6.470000000000001,2003
4941,PODUCO BAJO,6.466666666666666,2003
24979,LOS ALERCES,6.464601769911504,2003
12682,ESCUELA BASICA IQUIQUE,6.460260586319218,2003
3959,PALLAHUALA,6.453846153846154,2003
11200,ESC  BAS  PADRE A  HURTADO ANEXO,6.4526315789473685,2003
2670,ESCUELA FABRICIANO MILATEGUA PEREZ,6.452173913043478,2003
8452,ESCUELA PUERTO HARRIS,6.45,2003
12562,ESCUELA    LAONZANA,6.45,2003
12664,ESCUELA SAN SANTIAGO DE MACAYA,6.45,2003
24725,KINDERLAND,6.449557522123893,2003
14396,ESCUELA DE PARVULOS MANNEKEN PIS,6.446666666666667,2003
8132,"ESCUELA RURAL ""AULIN""",6.446153846153846,2003
83,ESCUELA  COTA COTANI,6.446153846153846,2003
4907,GOMERO,6.444444444444445,2003
8295,"ESCUELA RURAL ""CHUIT""",6.43076923076923,2003
19902,ESCUELA  PELEHUITO,6.43,2003
5556,ESCUELA SAN CARLITOS,6.425,2003
94,ESCUELA  GUACOYO,6.425,2003
788,ESCUELA DE VADO DE MORRILLOS,6.425,2003
1152,ESCUELA BASICA G-21,6.421875,2003
3015,COLEGIO PARTICULAR MONTESSORI,6.421628189550425,2003
912,ESCUELA CAMARICO VIEJO,6.416666666666667,2003
6009,MOLULCO,6.416666666666667,2003
8473,ESCUELA POSESION,6.41,2003
1791,SAINT PAUL'S SCHOOL,6.406913996627319,2003
14453,ESCUELA DE PARVULOS LOS LIBERTADORES,6.402631578947369,2003
7471,"ESCUELA RURAL ""PAJARITOS""",6.4,2003
7871,"ESCUELA PARTICULAR NÂ§211 ""LAS ENCINAS""",6.4,2003
6992,"ESCUELA RURAL ""VISTA HERMOSA""",6.4,2003
7468,"ESCUELA RURAL ""BELLAVISTA""",6.3999999999999995,2003
25348,ESCUELA BASICA SAN JOSE DE CHICUREO,6.3911999999999995,2003
4092,LAS VERTIENTES,6.39,2003
16509,CENTRO EDUCACIONAL VYGOTSKY      Y F.C.,6.387499999999999,2003
8058,"ESCUELA RURAL ""LAJAS BLANCAS""",6.385714285714286,2003
1130,ESC. BAS. LOS HORNOS DE HUAQUEN,6.38,2003
878,ESCUELA BASICA JOSE JOAQUIN VALLEJOS,6.38,2003
25329,ESCUELA SANTA CRUZ DE CHICUREO,6.375903614457832,2003
2326,COL. DEL SAGRADO CORAZON DE J.,6.374515235457063,2003
472,ESCUELA HACIENDA LAS VENTANAS,6.371428571428572,2003
25685,ESCUELA BASICA PARTICULAR BLANCA DREYSE,6.369565217391305,2003
14586,COLEGIO EL BELLOTO ANEXO,6.369148936170213,2003
10595,ESCUELA BASICA ROBERTO LORCA,6.368333333333333,2003
