ROL_ESTABLECIMIENTO,NOMBRE_ESTABLECIMIENTO,PROMEDIO_GENERAL_ANUAL,ANIO
5167,ESCUELA NAHUELBUTA ALTO,7.0,2020
11399,ESCUELA SAN ERNESTO,7.0,2020
7945,ESCUELA RURAL EL PEUCHEN,7.0,2020
3924,ESCUELA VERGARA,6.975,2020
2687,ESCUELA MUNICIPAL PASO DEL SOLDADO,6.95,2020
16415,COLEGIO RAUQUEN,6.901884159106769,2020
1062,ESC.PDTE.FEDERICO ERRAZURIZ ECHAURREN,6.9,2020
7966,ESCUELA RURAL LINEA SOLAR,6.9,2020
3229,ESCUELA MANANTIALES,6.9,2020
771,ESCUELA PARTICULAR EL ARRAYAN,6.9,2020
8075,ESCUELA RURAL QUILAR,6.9,2020
1131,ESC. BASICA CASAS VIEJAS DE LONGOTOMA,6.8933333333333335,2020
8368,ESCUELA PARTICULAR SAN JOSE OBRERO,6.889390519187359,2020
8399,ESCUELA DE PUERTO BERTRAND,6.875,2020
7225,ESCUELA RURAL EDUVIGES SCHULZ DE MOHR,6.8500000000000005,2020
6442,ESCUELA PARTICULAR LAS DELICIAS,6.85,2020
10878,ESCUELA BARRANCAS DE PICHI,6.846428571428571,2020
1069,ESCUELA PARTICULAR MINA LAS VACAS,6.840000000000001,2020
3920,ESCUELA SAN RICAEL,6.828571428571428,2020
17859,COLEGIO ALMONDALE,6.822603273577553,2020
3204,COLEGIO CONSTITUCION,6.80122699386503,2020
10897,ESCUELA DE ILLAPATA,6.8,2020
4941,ESCUELA PODUCO BAJO,6.8,2020
3384,ESCUELA RAMBERTO CARRERA MARTINEZ,6.8,2020
275,ESCUELA BASICA ANDINA,6.8,2020
7894,ESCUELA RURAL PARAGUAY CHICO EL GATO,6.8,2020
7565,ESCUELA RURAL SAN FLORENTINO,6.8,2020
785,ESCUELA BASICA LOS MAITENES DE SAMO ALTO,6.8,2020
5029,DOMINGO FAUSTINO SARMIENTO,6.793607305936073,2020
1777,COLEGIO SAINT DOMINIC,6.79010989010989,2020
