ROL_ESTABLECIMIENTO,NOMBRE_ESTABLECIMIENTO,PROMEDIO_GENERAL_ANUAL,ANIO
11609,ESCUELA MUNICIPAL MELIMOYU,6.95,2010
6941,ESCUELA RURAL EL VERGEL,6.9,2010
11194,ESCUELA HUINCA,6.8,2010
3832,ESCUELA BASICA FABIAN DE LA FUENTE,6.7749999999999995,2010
6521,ESCUELA BASICA CAMARONES,6.7,2010
1154,ESCUELA RAUL ESCOBAR VARAS,6.7,2010
10912,ESCUELA VALLE DE PARCOHAYLLA,6.666666666666667,2010
866,ESCUELA BASICA OSCAR CASTRO ZUNIGA,6.6000000000000005,2010
10887,ESCUELA DE CHITITA,6.6000000000000005,2010
8026,ESCUELA RURAL LINGUE,6.6000000000000005,2010
11686,ESCUELA HEROES DE LA CONCEPCION,6.6,2010
795,ESC.BASICA DOMINGO SANTA MARIA GONZALEZ,6.6,2010
6283,ESCUELA CUARTA FAJA,6.577777777777778,2010
508,ESCUELA DE CHIGUINTO,6.575,2010
5601,ESCUELA DE PARVULOS EL TRENCITO,6.5736842105263165,2010
6803,ESCUELA RURAL CASA BLANCA,6.566666666666666,2010
4063,ESCUELA BASICA VALLE LOS CASTANOS,6.566666666666666,2010
926,ESCUELA ALTAR ALTO,6.566666666666666,2010
6988,ESCUELA RURAL LONCOPAN BAJO,6.566666666666666,2010
8057,ESCUELA RURAL COIPOMO,6.550000000000001,2010
996,ESCUELA PARTICULAR EL LANCO,6.55,2010
7811,ESCUELA RURAL LOS BAJOS DE MAYELHUE,6.533333333333334,2010
73,ESCUELA VALLE DE COBIJA,6.525,2010
4907,ESCUELA GOMERO,6.525,2010
999,ESCUELA PARTICULAR 18 DE SEPTIEMBRE,6.525,2010
776,ES.BAS.SAN PEDRO DE RIO HURTADO,6.5200000000000005,2010
24325,ESCUELA RURAL CERRO GUIDO,6.5200000000000005,2010
2643,ESCUELA PADRE ALBERTO HURTADO C.,6.513333333333334,2010
8362,ESCUELA RURAL ARROYO EL GATO,6.51,2010
