,NOMBRE_ESTABLECIMIENTO,PROMEDIO_GENERAL_ANUAL,ANIO
3094,ESCUELA  ANCOLACANE,5.885714285714286,2002
8773,VALLE DE LOUTA,5.885608856088561,2002
2408,ESC. CALPÃN,5.885416666666667,2002
2844,ESC. PLAYA LINDA DE LIPIMÃVIDA,5.885185185185185,2002
7628,MAQUEUTO,5.885,2002
5041,"ESCUELA RURAL ""ALFARO""",5.884782608695652,2002
8830,VILLA MARIA COLLEGE,5.884662576687117,2002
1481,COLEGIO PATROCINIO SAN JOSE,5.884615384615385,2002
7590,MANHUE,5.884615384615385,2002
1344,COLEGIO METODISTA,5.884313725490196,2002
6286,INMACULADA CONCEPCION,5.884036939313985,2002
3548,ESCUELA BASICA G-37,5.883941605839416,2002
3007,ESC.BAS. VICENTE EDWARDS PINTO,5.883673469387755,2002
2801,ESC. PART. HUGO ERRAZURIZ,5.8835674157303375,2002
8525,SANTA ISABEL,5.883308714918759,2002
1167,COLEGIO GERMANIA DEL VERBO DIVINO,5.8832989690721655,2002
880,COLEGIO ALICANTE,5.882890007189073,2002
955,COLEGIO CAHUALA INSULAR,5.8827814569536425,2002
4732,"ESCUELA PARTICULAR NÂº171 ""MISION SAN JUA",5.882608695652174,2002
1122,COLEGIO EL VALLE DE CASABLANCA,5.8826086956521735,2002
2774,ESC. ODESSA,5.882409638554217,2002
5624,"ESCUELA RURAL ""PID PID""",5.882142857142857,2002
5327,"ESCUELA RURAL ""FRANCISCO CORTES OJEDA""",5.882007575757576,2002
7754,MULCHEN,5.881936416184971,2002
1174,COLEGIO HAYDN,5.881923714759536,2002
1118,COLEGIO EL SALVADOR,5.8816468253968255,2002
7081,LICEO LA ASUNCION,5.881618610747052,2002
259,BARTOLOME BLUMENTHAL,5.881462140992167,2002
8573,SANTA TERESA DE LOS ANDES,5.881318681318682,2002
5257,"ESCUELA RURAL ""EL DAO""",5.881034482758621,2002
4736,"ESCUELA PARTICULAR NÂº179 ""NOCHACO""",5.880952380952381,2002
3305,ESCUELA ALTO MECO,5.88082191780822,2002
6170,HECTOR ISAAC CARRASCO,5.880571428571428,2002
3787,ESCUELA BASICA RURAL JAIME PROHENS JUAN,5.8805555555555555,2002
1029,COLEGIO CRISTIANO DE QUILPUE,5.88047520661157,2002
2235,ESC. BAS. EMILIO SOTOMAYOR,5.880294530154277,2002
4660,ESCUELA PARTICULAR MADRE VICENCIA,5.88028876333961,2002
706,COL  CHANARES,5.880232558139535,2002
6321,INSTITUTO ANDRÃS BELLO,5.880221997981836,2002
1621,COLEGIO SAN MANUEL,5.880165289256198,2002
915,COLEGIO ARICA COLLEGE,5.880078125,2002
1300,COLEGIO LOS AROMOS,5.879885057471265,2002
4812,"ESCUELA PARTICULAR NÂº307 ""LOS COPIHUES""",5.8797979797979805,2002
7810,NUEVA AMERICA,5.879790419161677,2002
7339,LICEO TECNICO FELISA CLARA TOLUP ZEIMA,5.87953216374269,2002
905,COLEGIO ANDRES BELLO - PAMPA,5.87942238267148,2002
8815,VILLA DENECAN,5.879310344827586,2002
228,ASCENCION NICOL,5.879015918958032,2002
4172,ESCUELA G-137,5.878571428571428,2002
5174,"ESCUELA RURAL ""COINCO""",5.878494623655914,2002
2158,ESC. ALBORADA VENTANA DEL BAJO,5.8784090909090905,2002
2665,ESC. LA PROVIDENCIA,5.878318584070796,2002
2091,ENGLISH COLLEGE VILLA PLACERES,5.8782945736434105,2002
3542,ESCUELA BASICA G-24,5.878082191780822,2002
3395,ESCUELA BASICA ANTIL MAWIDA,5.878,2002
1444,COLEGIO PARTICULAR BREGA COLLEGE,5.877922077922078,2002
7419,LO ERRAZURIZ,5.877758913412563,2002
2116,ESC  BASICA   MIGUEL ZAMBRANO RODRIGUEZ,5.877659574468085,2002
3676,ESCUELA BASICA MUNICIPAL CUMBRE DE LOS A,5.8774999999999995,2002
5179,"ESCUELA RURAL ""COLIGUAL SAN JUAN""",5.877419354838709,2002
4483,ESCUELA MUNICIPAL G-139,5.877272727272728,2002
4290,ESCUELA LA CALERA DE SAN JULIAN,5.876923076923077,2002
4557,ESCUELA PART. BELGICA,5.8769230769230765,2002
8783,VALLE VERDE 1031,5.876264591439689,2002
8357,SAN CRISTOBAL COLLEGE,5.8761413843888075,2002
2306,ESC. BAS. PROFESORA LBUBICA DOMIC WUTH,5.87600356824264,2002
1977,EL CARMEN TERESIANO,5.875878220140515,2002
1060,COLEGIO DE LA SANTISIMA TRINIDAD,5.875494071146245,2002
2711,ESC. LOS MONTES,5.8754285714285714,2002
6347,INSTITUTO DE HUMANIDADES LUIS CAMPINO,5.875333333333334,2002
4108,ESCUELA ESPAÂ¡A,5.875272727272728,2002
5279,"ESCUELA RURAL ""EL PEUCHEN""",5.875,2002
2503,ESC. EL CULMÃN,5.875,2002
5964,ESCUELA VALLE DE CHITITA,5.875,2002
3992,ESCUELA DE PARVULOS EMANUEL,5.875,2002
5589,"ESCUELA RURAL ""PADRE NELSON AGUILAR ESPA",5.875,2002
1140,COLEGIO EVANGELICO BETANIA,5.874872318692543,2002
1364,COLEGIO NACIONAL DE LIMACHE,5.874794069192752,2002
1562,COLEGIO SAINT GEEORGE,5.874666666666667,2002
4998,ESCUELA RESERVA FORESTAL MAHUIDANCHE,5.874489795918368,2002
1025,COLEGIO CRISTIANO BETHEL N.3,5.874474474474475,2002
7480,LOS COLIGUES,5.874418604651162,2002
1709,COLEGIO VICHUQUÃN,5.874410774410775,2002
2439,ESC. CHACARILLA,5.874242424242424,2002
6173,HEIDI ENGLISH SCHOOL,5.8741666666666665,2002
3814,ESCUELA BASICA SIGLO XXI DE LAMPA,5.874111675126904,2002
2804,ESC. PART. MARIA LETELIER DE PRIETO,5.873886328725039,2002
1671,COLEGIO SER,5.873809523809523,2002
1111,COLEGIO EL PRADO,5.873706896551725,2002
5282,"ESCUELA RURAL ""EL PULPITO""",5.873684210526315,2002
361,CALETA DEL MEDIO,5.873255813953489,2002
7348,LICEO TECNICO PROFESIONAL DE BUIN,5.873237410071942,2002
7320,LICEO STA. TERESITA DE LLO LLEO,5.872999035679846,2002
7594,MANSO DE VELASCO,5.872781065088757,2002
8002,PONEN,5.872727272727272,2002
5367,"ESCUELA RURAL ""HUITE""",5.872727272727272,2002
3760,ESCUELA BASICA PICHICUY,5.8718309859154925,2002
74,ALEJANDRO PEREZ URBANO,5.871794871794871,2002
4666,ESCUELA PARTICULAR N_1 MATER DEI,5.871657142857143,2002
3597,ESCUELA BASICA JOSE BERNARDO SUAREZ,5.870886075949367,2002
3242,"ESCUELA ""PADRE CARLOS""",5.870762711864407,2002
7912,PDTE  MANUEL BULNES,5.870760233918128,2002
1352,COLEGIO MOISES MUSSA,5.870490367775832,2002
4861,"ESCUELA PARTICULAR NÂº79 ""PADRE BERGER""",5.870121951219512,2002
1825,CONTINENTAL SCHOOL,5.87007299270073,2002
1665,COLEGIO SANTO TOMAS,5.870023419203747,2002
5162,"ESCUELA RURAL ""CHULLEC""",5.87,2002
3953,ESCUELA CUYUNTAGUA,5.87,2002
1252,COLEGIO JULIA DE LA BARRA CAMPOS,5.869966629588432,2002
1833,CORAZON DE JESUS,5.869726247987117,2002
2609,ESC. IVÃN ALEJANDRO DE LA CUADRA,5.869696969696969,2002
7710,MEXICO ESTADO DE GUERRERO,5.869541778975741,2002
5811,"ESCUELA RURAL ""TRES CHIFLONES ALTO""",5.869230769230769,2002
42,AGUA BUENA,5.868604651162791,2002
7668,MARVIT SCHOOL,5.868312757201646,2002
7413,LLOLLINCO,5.868181818181818,2002
8372,SAN FRANCISCO DE ASIS,5.868006630750104,2002
753,COL. SAN AGUSTIN,5.867850098619329,2002
1867,CUCHA URREJOLA,5.867741935483871,2002
6561,LA ALBORADA,5.867700258397933,2002
2715,ESC. LOS ROBLES DE VILCHES CENTRO,5.867567567567567,2002
1503,"COLEGIO POLIVALENTE ""SAN AGUSTIN DE EL B",5.8672770230360305,2002
1315,COLEGIO LUTERANO CONCORDIA,5.8668773704171935,2002
1212,COLEGIO INSTITUTO SAN ANDRES,5.866746411483254,2002
5449,"ESCUELA RURAL ""LAS COLINAS DE PUTRAUTRAO",5.866666666666667,2002
5354,"ESCUELA RURAL ""HUENUCO""",5.866666666666667,2002
4618,"ESCUELA PARTICULAR ""MONTE VERDE""",5.866666666666667,2002
4292,ESCUELA LA CAPILLA,5.866666666666667,2002
4878,ESCUELA PARTICULAR PUILE,5.866666666666666,2002
8726,TRACURA,5.866666666666666,2002
1863,CRUZ DEL SUR,5.866144578313253,2002
533,CENTRO EDUC. PART. COMPANIA DE MARIA,5.866121270452358,2002
1950,ECOLE NOEL,5.866011235955057,2002
777,COLEG. EXP. NIÃOS CANTORES DE VIÃA DEL M,5.865979381443299,2002
4155,ESCUELA FRONTERA LAS RAMADAS,5.865909090909091,2002
6069,FRANCISCO ARRIARAN,5.865909090909091,2002
7561,MADRE ADMIRABLE,5.86578947368421,2002
6088,FRIENDLY HIGH SCHOOL,5.865721649484536,2002
1824,CONTINENTAL,5.865644171779142,2002
770,COL.NTRA. SRA.DE LA MISERICORDIA,5.865322580645161,2002
166,ANGEL DE PEREDO,5.865302491103203,2002
7836,OASIS EN EL DESIERTO,5.865217391304348,2002
861,COLEGIO ALBORADA,5.864776119402985,2002
1640,COLEGIO SANTA ANA,5.864719101123596,2002
1999,EL HUACHI,5.864556962025317,2002
3140,"ESCUELA  RURAL ""ADELA GARCIA GARCIA""",5.864406779661017,2002
5441,"ESCUELA RURAL ""LAGUNA BONITA""",5.864285714285715,2002
5842,ESCUELA RURAL CARRETERA AUTRAL,5.864285714285715,2002
3399,ESCUELA BASICA ARTURO ALESSANDRI PALMA,5.864273789649415,2002
4651,ESCUELA PARTICULAR DE NIÃOS,5.864071856287425,2002
8424,SAN JUSTO,5.864,2002
8595,SANTOS COLLIPAL,5.863636363636363,2002
2640,ESC. JUNQUILLAR,5.863636363636363,2002
8879,YENECO,5.863636363636363,2002
5717,"ESCUELA RURAL ""RICARDO FOLLERT MOLINA""",5.863636363636363,2002
5720,"ESCUELA RURAL ""RIO AITUY""",5.863333333333333,2002
5914,ESCUELA SANTIAGO BUERAS,5.863291139240506,2002
5512,"ESCUELA RURAL ""LOS PINOS""",5.863207547169812,2002
2771,ESC. NÂº 4 LOS COIPOS,5.863157894736842,2002
1086,COLEGIO EAGLES COLLEGE,5.862962962962963,2002
1207,COLEGIO INGLES SAN PATRICIO,5.862674650698603,2002
7834,NUPANGUE,5.8625,2002
2470,ESC. DE CULTURA Y DIFUSIÃN ARTÃSTICA,5.8625,2002
1392,COLEGIO ORATORIO DON BOSCO,5.8620331950207465,2002
647,CHARLY S SCHOOL,5.862008733624455,2002
2879,ESC. RAUCO,5.8619047619047615,2002
8550,SANTA MARIA DE LO CANAS,5.8618249534450655,2002
155,ANEXO JOSE TORIBIO MEDINA (EX-ESC.172),5.861625,2002
2520,ESC. EL SALTO DE TABUNCO,5.861538461538462,2002
1435,"COLEGIO PARTICULAR ""GRACIA Y PAZ""",5.8613333333333335,2002
5979,ESCUELA VICTOR NICOLETTI TAMANINI,5.86125,2002
4204,ESCUELA HAMBURGO,5.861111111111111,2002
7433,LOMAS BLANCAS,5.860714285714286,2002
6103,GACITUA,5.860287081339712,2002
6056,FLOR DEL VALLE,5.86,2002
5732,"ESCUELA RURAL ""RODOLFO LUCKHEIDE HOFFMAN",5.859999999999999,2002
6571,LA CASCADA,5.859999999999999,2002
7961,PIO XII,5.85996015936255,2002
1702,COLEGIO TRINITY SCHOOL,5.859880239520958,2002
3107,ESCUELA  EJERCITO DE SALVACION,5.859649122807017,2002
1468,COLEGIO PARTICULAR SAN JOSE DE PUENTE AL,5.858923512747876,2002
1221,COLEGIO INTITUTO VICTORIA,5.8587037037037035,2002
965,COLEGIO CAMILO HENRIQUEZ F-127,5.8583684950773565,2002
1284,COLEGIO LAS ROJAS,5.858156028368795,2002
1666,COLEGIO SATURNO,5.858124999999999,2002
2375,ESC. BASICA PART. N.1323 COLEGIO HALLEY,5.857957244655582,2002
1948,EBEN-EZER II,5.857431192660551,2002
8533,SANTA LEONOR,5.857238605898123,2002
5420,"ESCUELA RURAL ""LA ESTANCIA""",5.857142857142857,2002
3927,ESCUELA COLITRIN,5.856880733944954,2002
8521,SANTA INES DE CAIVICO,5.8568181818181815,2002
450,CATALINA LABOURE,5.856787330316742,2002
8447,SAN MIGUEL DE LOS ANDES,5.856550802139037,2002
8694,THE GARDEN SCHOOL N.1,5.856532877882152,2002
3345,ESCUELA BAS. MARIO AQUILES RODRIGUEZ R,5.856521739130434,2002
7679,MATER DOLOROSA,5.856451612903226,2002
1160,COLEGIO GABRIELA MISTRAL N 31,5.856296296296296,2002
5927,ESCUELA SOL NACIENTE,5.85625,2002
5182,"ESCUELA RURAL ""COLO""",5.85625,2002
8710,THOMAS JEFERSON,5.856215621562156,2002
1772,COMODORO ARTURO MERINO BENITEZ,5.856204379562043,2002
5383,"ESCUELA RURAL ""ISLA TABON""",5.856,2002
2815,ESC. PART. TERESITA DE LISIEUX,5.855740740740741,2002
8455,SAN PATRICIO,5.855679862306369,2002
4544,ESCUELA PAILIMO,5.85546875,2002
3363,ESCUELA BASICA  LA HUAYCA,5.855357142857143,2002
6702,LEONARDO MURIALDO,5.855054945054945,2002
3598,ESCUELA BASICA JOSE DE SAN MARTIN,5.85504424778761,2002
4889,ESCUELA PATAGONIA,5.854901960784314,2002
8120,QUINQUEHUA,5.854716981132076,2002
1489,COLEGIO PEOPLE HELP PEOPLE,5.854580152671756,2002
2781,ESC. PADRE HURTADO,5.854545454545455,2002
4561,"ESCUELA PART. NÂº44 ""CAUNAHUE""",5.854545454545455,2002
5801,"ESCUELA RURAL ""TIERRA NEGRA""",5.854545454545455,2002
8294,SAGRADA FAMILIA,5.854538520213578,2002
7680,MATER PURISSIMA,5.85444976076555,2002
2752,ESC. MARÃA RUIZ MARTÃNEZ,5.854054054054054,2002
8295,SAGRADO CORAZON,5.853982300884955,2002
1539,COLEGIO RAYEN CAVEN,5.853820598006645,2002
792,COLEGIO  INGLES WOODLAND,5.853799392097264,2002
2961,ESC. SUPERIOR HOMBRES REP. DE VENEZUELA,5.853789004457652,2002
7299,LICEO SAN FRANCISCO,5.8535386029411764,2002
1662,COLEGIO SANTO DOMINGO,5.853488372093023,2002
3505,ESCUELA BASICA ESTANCIA EL SAUCE,5.8533333333333335,2002
3498,ESCUELA BASICA EMILIA LASCAR N. 667,5.85283381364073,2002
3456,ESCUELA BASICA DE FUNDINA,5.852777777777778,2002
305,BRADFORD SCHOOL,5.852481203007519,2002
103,ALTO BOROA,5.852380952380953,2002
4357,ESCUELA LO VALDIVIA,5.852380952380953,2002
7924,PELANTARO,5.852173913043478,2002
6058,FLORIDA,5.851413189771199,2002
3515,ESCUELA BASICA F-243,5.85137614678899,2002
7397,LLAIMA,5.851320754716981,2002
7742,MONSENOR OROZIMBO FUENZALIDA,5.851162790697674,2002
3566,ESCUELA BASICA GRACIELA DIAZ ALLENDE,5.850746268656716,2002
1447,COLEGIO PARTICULAR EL NINO JESUS,5.850567260940033,2002
3349,ESCUELA BAS. REP. DEL URUGUAY,5.850507099391481,2002
967,COLEGIO CAPELLAN PASCAL,5.850308166409861,2002
1591,COLEGIO SAN FRANCISCO,5.850273972602739,2002
3741,ESCUELA BASICA PARTICULAR SAN BERNARDO A,5.850163934426229,2002
2896,ESC. RINCÃN DE PILÃN,5.8500000000000005,2002
5899,ESCUELA SANTA CELIA,5.85,2002
6644,LAS CACHANAS,5.85,2002
8013,PRESIDENTE ABRAHAM LINCOLN,5.849793388429752,2002
8301,SAINT BENEDICT COLLEGE,5.849787234042553,2002
910,COLEGIO ANTONIO VARAS,5.849765258215962,2002
3733,ESCUELA BASICA PARTICULAR JESUS SERVIDOR,5.849579831932774,2002
2772,ESC. NÂº1 NTRA.SRA.DEL TRÃNSITO,5.849444444444445,2002
8676,TENIENTE DAGOBERTO GODOY N.3,5.849262899262899,2002
1620,COLEGIO SAN LUIS DE ALBA,5.84921875,2002
7800,NUESTRA SENORA DE LAS MERCEDES,5.8487719298245615,2002
5472,"ESCUELA RURAL ""LLANCAHUE""",5.848648648648648,2002
8396,SAN IGNACIO DE PALOMARES,5.8486187845303865,2002
2342,ESC. BAS. VADO DE TOPATER,5.848422597212032,2002
1920,DIVINA MARIA,5.848340248962656,2002
571,CENTRO EDUCACIONAL LONDON,5.8478260869565215,2002
7797,NUESTRA SENORA DE GUADALUPE,5.84765625,2002
8852,VIRGEN DE RINCONADA,5.847058823529412,2002
5171,"ESCUELA RURAL ""COIHUECO""",5.846951219512195,2002
4435,ESCUELA MARTA LEON VARGAS,5.846938775510204,2002
4884,ESCUELA PARTICULAR SUB. PARQUE ASUNCION,5.846828358208955,2002
6612,LA PUNTILLA,5.8467213114754095,2002
8642,STA. TERESITA DEL NINO JESUS,5.8466864490603365,2002
5141,"ESCUELA RURAL ""CHANA""",5.846666666666667,2002
299,BOROA NORTE,5.846666666666667,2002
6436,ISLA DE PASCUA,5.846054421768708,2002
957,COLEGIO CALDERA,5.845901639344262,2002
714,COL  LEONARDO DA VINCI,5.845856353591159,2002
6901,LICEO COEDUC. LA IGUALDAD,5.845559845559846,2002
8579,SANTA. JULIA DE LA ESPERANZA,5.845454545454545,2002
7841,ORLANDO DELGADO ZUNIGA,5.844964028776979,2002
394,CANTA RANA,5.844736842105263,2002
6313,INSTITUTO ABDON CIFUENTES,5.844444444444445,2002
4170,ESCUELA G N.132,5.844444444444445,2002
4897,ESCUELA PEDRO LEON GALLO,5.844412607449857,2002
1590,COLEGIO SAN FERNANDO COLLEGE,5.844004524886878,2002
3688,ESCUELA BASICA N.1677 CORPAMEG,5.843999999999999,2002
3894,ESCUELA CERRILLOS DE RAPEL,5.84375,2002
865,COLEGIO ALCANTARA CORDILLERA,5.843728813559323,2002
2550,ESC. FRANCISCO MAUREIRA,5.843478260869565,2002
4536,ESCUELA OSVALDO CORREA FUENZALIDA,5.843062200956938,2002
2906,ESC. RURAL RIVERA DEL MAULE,5.8428571428571425,2002
191,APOQUINDO (NINAS),5.842668863261944,2002
682,CLARETIANO,5.8425157232704406,2002
767,COL.INGLES RELIGIOSAS PASIONISTAS,5.842424242424243,2002
6603,LA MERCED,5.841935483870968,2002
5074,"ESCUELA RURAL ""BAHIA SAN PEDRO""",5.841666666666666,2002
3516,ESCUELA BASICA F-32,5.841397849462366,2002
7863,PADRE LORENZO MANDANELLI,5.840837696335078,2002
8556,SANTA MARTA,5.840763546798029,2002
4087,ESCUELA EL RULO,5.840425531914893,2002
2942,ESC. SANTA LAURA DE LO FIGUEROA,5.8403726708074535,2002
7686,MAYA SCHOOL Y ANEXO,5.84,2002
7486,LOS DERRAMES,5.84,2002
4704,"ESCUELA PARTICULAR NÂº140 ""WILLIAM BOOTH""",5.839372325249643,2002
684,CLAUDIO ARRAU,5.838782051282052,2002
982,"COLEGIO CATOLICO ""BEATO FEDERICO OZANAM""",5.8385259631490785,2002
2805,ESC. PART. MARÃA MAZZARELLO NÂº29,5.8384393063583815,2002
5389,"ESCUELA RURAL ""JOHN KENNEDY""",5.838235294117647,2002
5809,"ESCUELA RURAL ""TRAPEN""",5.838095238095239,2002
3946,ESCUELA CRISTAL CHILE,5.838073394495413,2002
556,CENTRO EDUCACIONAL ASUNCION,5.8377855887521966,2002
3563,ESCUELA BASICA GABRIELA MISTRAL,5.837640449438202,2002
8153,RAPA NUI,5.837048192771085,2002
356,CAILLIN,5.837037037037037,2002
3098,ESCUELA  BASICA LOS TORREONES,5.836842105263158,2002
927,COLEGIO BAQUEDANO,5.836741214057509,2002
1041,COLEGIO CURACAVI COLLEGE,5.836708860759494,2002
1080,COLEGIO DOMUS-MATER,5.836690647482014,2002
3402,ESCUELA BASICA ARTURO VILLALON SIEULANN,5.836637931034482,2002
2213,ESC. BAS. CARLOS CONDELL DE LA HAZA,5.836616454229432,2002
1522,COLEGIO PUERTO NATALES,5.8365,2002
5849,ESCUELA RURAL PUFUDI,5.836363636363637,2002
2146,ESC. ADOLFO QUIRÃZ HERNÃNDEZ,5.8359756097560975,2002
2792,ESC. PAR. SAGRADA FAMILIA,5.835590778097983,2002
2271,ESC. BAS. LAS CASAS DE HUAQUEN,5.835483870967742,2002
5799,"ESCUELA RURAL ""TEUPA""",5.835294117647059,2002
5999,ESCUELA VIOLETA FUENTES CARVAJAL,5.835,2002
8237,REYES DE ESPANA,5.834988962472406,2002
7756,MUNILQUE IZAURIETA,5.8349206349206355,2002
8413,SAN JUAN BAUTISTA,5.834834834834835,2002
4586,"ESCUELA PARTICULAR ""EL ARRAYAN""",5.834782608695652,2002
7571,MAHUIDACHE,5.833962264150943,2002
772,COL.PART. MARIA MONTESSORI,5.833529411764706,2002
3783,ESCUELA BASICA ROMILIO ARELLANO TRONCOSO,5.833415233415233,2002
4999,ESCUELA RESFA MUÃOZ,5.833333333333333,2002
4433,ESCUELA MARTA BRUNET,5.833333333333333,2002
5295,"ESCUELA RURAL ""EL VERGEL""",5.833333333333333,2002
4038,ESCUELA EL CARDAL,5.833333333333333,2002
3872,ESCUELA CAP. JUAN LADRILLEROS,5.833333333333333,2002
2789,ESC. PANGUILEMO,5.833211678832116,2002
7156,LICEO NUESTRA SRA. DE LA MERCED,5.832962962962963,2002
2352,ESC. BASICA BUCALEMU,5.832911392405063,2002
3354,ESCUELA BASICA  ALTAMIRA,5.832670454545454,2002
1660,COLEGIO SANTIAGO,5.83236074270557,2002
4214,ESCUELA HEROES DE CHILE,5.83225806451613,2002
3981,ESCUELA DE CONCENTRACION FRONTERIZA DE,5.831927710843374,2002
7650,MARIA MEDIANERA,5.831833520809899,2002
3043,ESC.BASICA PART.N.87 CENTRO EDUCACIONAL,5.831372549019608,2002
5835,"ESCUELA RURAL ""YELCHO""",5.8310344827586205,2002
6650,LAS CARMELITAS DE LAS CONDES,5.830555555555556,2002
4891,ESCUELA PATRICIO LARRAIN GANDARILLAS,5.83030303030303,2002
2481,ESC. DOMULGO,5.83,2002
5579,"ESCUELA RURAL ""NUEVA ISRAEL""",5.8296874999999995,2002
1198,COLEGIO INGLES BRITISH ROYAL SCHOOL,5.829646017699115,2002
1638,COLEGIO SAN VIATOR,5.829541108986615,2002
758,COL. SANTA TERESITA,5.829076620825147,2002
4688,"ESCUELA PARTICULAR NÂº121 ""CARRAN""",5.829032258064516,2002
4687,"ESCUELA PARTICULAR NÂº120 ""LOS GUINDOS""",5.829032258064516,2002
4843,"ESCUELA PARTICULAR NÂº61 ""COÃARIPE""",5.828915662650603,2002
6491,JOSE MARIA CARO RODRIGUEZ,5.828759398496241,2002
8358,SAN CRISTOBAL DE LAS CASAS,5.828666035950804,2002
5442,"ESCUELA RURAL ""LAGUNA DE QUILO""",5.828571428571428,2002
4355,ESCUELA LO MARCHANT,5.828571428571428,2002
3608,ESCUELA BASICA JUAN LUIS SANFUENTES,5.828125,2002
3239,"ESCUELA ""NUEVA ESPAÃA""",5.827935943060498,2002
428,CARMELITA,5.827777777777778,2002
5342,"ESCUELA RURAL ""HILDA HUNQUEN""",5.827705627705628,2002
670,CINCO LAUREL,5.827586206896552,2002
312,BRITISH HIGH SCHOOL,5.827504553734062,2002
7706,METODISTA DE CONCEPCION,5.827173913043478,2002
6205,HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA),5.82690794649882,2002
1630,COLEGIO SAN PEDRO NOLASCO,5.826595744680851,2002
7688,MAÂ¡IHUAL,5.826315789473685,2002
5892,ESCUELA SAN VICENTE DE PAUL,5.82625,2002
4637,"ESCUELA PARTICULAR ""SANTA ROSA""",5.826086956521739,2002
8627,SOCIEDAD EDUCACIONAL EPULLAY S.A.,5.825980392156863,2002
2296,ESC. BAS. PABLO NERUDA,5.825806451612904,2002
4617,"ESCUELA PARTICULAR ""MONSERRAT""",5.825806451612903,2002
2499,ESC. EL CISNE,5.825714285714286,2002
3574,ESCUELA BASICA HELENE LANG,5.824644945697577,2002
3884,ESCUELA CARLOS CONDELL DE LA HAZA,5.824347826086957,2002
2090,ENGLISH COLLEGE,5.824215033301617,2002
1146,COLEGIO FRANCES,5.823863636363637,2002
851,COLEGIO ADVENTISTA DE COPIAPO,5.823771428571429,2002
4990,ESCUELA REPUBLICA DE GRECIA,5.823555555555555,2002
1979,EL CARRIZAL,5.823529411764706,2002
4912,ESCUELA PITRACO,5.823076923076924,2002
5491,"ESCUELA RURAL ""LOS BAJOS DE MAYELHUE""",5.823076923076924,2002
2798,ESC. PART. FRAY LUIS BELTRAN,5.823030303030302,2002
3549,ESCUELA BASICA G-39,5.8226415094339625,2002
2274,ESC. BAS. LAS ROCAS,5.822398345968297,2002
3991,ESCUELA DE PARVULOS ADVENTISTA,5.822270742358079,2002
3427,ESCUELA BASICA CHOAPA LINDO,5.822222222222222,2002
4171,ESCUELA G-126,5.822222222222222,2002
1324,COLEGIO MANFLAS,5.822222222222222,2002
2802,ESC. PART. HUMBERTO CASARINO,5.822159090909091,2002
6307,INST.DE HUMANIDADES SANTA ANA DE CHENA,5.821978021978022,2002
60,ALBERT SCHWEITZER,5.8213333333333335,2002
2094,ENRIQUE BERNSTEIN CARABANTES,5.820826709062003,2002
2573,ESC. GRECIA,5.820744680851064,2002
7878,PALMILLA,5.820689655172414,2002
5949,ESCUELA TRAÃI-TRAÃI,5.820588235294117,2002
1570,COLEGIO SALI HOCHSCHILD,5.820415224913495,2002
8474,SAN VICENTE,5.820019870839543,2002
6201,HONOR DE NAHUELBUTA,5.82,2002
4391,ESCUELA LOS PRADOS,5.819999999999999,2002
4297,ESCUELA LA DIVINA GABRIELA,5.819791666666667,2002
4187,ESCUELA GRAL. JOSE MIGUEL CARRERA,5.819695193434935,2002
1093,COLEGIO EDUPAC,5.8196,2002
3713,ESCUELA BASICA PART. CRISTIANO ORIENTE,5.819330855018587,2002
6812,LICEO 7 LUISA SAAVEDRA,5.819216555801922,2002
7598,MANUEL AMATT Y JUNIETT,5.819033530571992,2002
4753,"ESCUELA PARTICULAR NÂº21 ""SAN FRANCISCO""",5.818907563025211,2002
588,CENTRO EDUCACIONAL SAN ANDRES,5.8188524590163935,2002
6363,INSTITUTO INMACULADA CONCEPCION,5.818587360594796,2002
7849,OVIDIO DECROLY,5.818518518518518,2002
5555,"ESCUELA RURAL ""MILLEUCO""",5.818181818181818,2002
4985,ESCUELA RENACER,5.817910447761194,2002
6932,LICEO CORINA URBINA VILLANUEVA,5.817905405405406,2002
6066,FRANCIA,5.81765873015873,2002
6387,INSTITUTO REGIONAL DEL MAULE,5.8175468483816015,2002
5604,"ESCUELA RURAL ""PATO LLICO""",5.817241379310344,2002
2020,EL OLIVO,5.817073170731708,2002
7976,POBLACION ROOSEVELT,5.817004504504505,2002
6214,HUALPIN,5.816803278688524,2002
1743,COLMUYAO,5.816666666666667,2002
2061,EL SOL,5.816666666666666,2002
3313,ESCUELA ANDES DEL SUR,5.816666666666666,2002
7666,MARTIN RUCKER,5.8164989939637834,2002
6039,FARELLONES,5.8163636363636355,2002
7805,NUESTRA SENORA MARIA INMACULADA,5.816216216216216,2002
4165,ESCUELA G N. 131,5.8161764705882355,2002
968,COLEGIO CAPITAN ARTURO PRAT CHACON,5.815957446808511,2002
4327,ESCUELA LAS CAÃAS,5.815833333333333,2002
8644,SUBERCASEAUX COLLEGE,5.815830115830115,2002
7794,NUBLE ALTO,5.815625,2002
7825,NUEVO AMANECER,5.815625,2002
373,CAMBRIDGE COLLEGE,5.815555555555556,2002
7858,PADRE BARTOLOME DE LAS CASAS,5.815402298850574,2002
2949,ESC. SANTA ROSA NÂº 7,5.8151063829787235,2002
2372,ESC. BASICA NUESTRA SENORA DE LA MERCED,5.815079365079366,2002
5680,"ESCUELA RURAL ""QUELQUEL""",5.8149999999999995,2002
