ROL_ESTABLECIMIENTO,NOMBRE_ESTABLECIMIENTO,PROMEDIO_GENERAL_ANUAL,ANIO
7752,"ESCUELA PARTICULAR N.206 ""MARIA DOLORES""",7.0,2007
6333,HUENQUELELFUN,6.9,2007
2038,ESCUELA BASICA EL ASILO,6.825,2007
8337,"ESCUELA RURAL ""LAS ESCALAS""",6.800000000000001,2007
6883,"ESCUELA RURAL ""ESPERANZA""",6.8,2007
999,ESCUELA DIECIOCHO DE SEPTIEMBRE,6.8,2007
3959,PALLAHUALA,6.74,2007
17732,COLEGIO YJARDIN INFANTIL LOS CARIÃOSITOS,6.721428571428571,2007
4907,GOMERO,6.720000000000001,2007
4229,SANTA LAURA DE RARINCO,6.720000000000001,2007
6941,"ESCUELA RURAL ""EL VERGEL""",6.7,2007
8132,"ESCUELA RURAL ""AULIN""",6.683333333333334,2007
4891,ROA,6.65,2007
86,ESCUELA  SAN SANTIAGO DE BELEN,6.633333333333333,2007
22093,"ESCUELA RURAL ""SAN LUIS""",6.633333333333333,2007
6221,SAN ROQUE,6.633333333333333,2007
6942,"ESCUELA RURAL ""EL TREBOL""",6.63125,2007
2815,ESC. EL CULENAR,6.625,2007
3832,FABIAN DE LA FUENTE,6.625,2007
819,ESCUELA BUENAVENTURA,6.607692307692308,2007
12684,ESCUELA BASICA DE CANCOSA,6.6,2007
8081,"ESCUELA RURAL ""CAYUCAN""",6.6,2007
10887,ESCUELA VALLE DE CHITITA,6.58,2007
2033,ESCUELA BASICA VALLE ABAJO,6.572727272727272,2007
4397,DANICALQUI,6.568181818181818,2007
20194,COLEGIO MI MUNDO SCHOOL,6.5633333333333335,2007
8242,"ESCUELA RURAL ""EL MALLIN""",6.5625,2007
6009,MOLULCO,6.557142857142857,2007
7620,"ESCUELA PARTICULAR N.160 ""MILLAHUAIMO""",6.557142857142857,2007
785,ESCUELA LOS MAITENES DE SAMO ALTO,6.55,2007
8486,ESCUELA VILLA LAS ESTRELLAS,6.540000000000001,2007
22227,COLEGIO AUSTRALIS,6.539285714285714,2007
87,ESCUELA  ANCOLACANE,6.533333333333334,2007
13325,ESCUELA BASICA JOSE RAFAEL SALINAS,6.525,2007
249,ESC. BAS. SAN ANDRES,6.525,2007
6614,CINCO MANZANOS,6.5249999999999995,2007
14848,ESCUELA PARTICULAR ANNY SCHOOL,6.511538461538462,2007
8124,"ESCUELA RURAL ""CAUCAHUE""",6.509090909090909,2007
7259,"ESCUELA RURAL ""COCULE""",6.5,2007
10912,ESCUELA VALLE DE PARCOHAYLLA,6.5,2007
7574,"ESCUELA RURAL ""SAN JOSE""",6.5,2007
4383,AGUA SANTA,6.5,2007
7920,"ESCUELA PARTICULAR N.222 ""GABRIELA MISTR",6.5,2007
24488,ESCUELA BASICA AMERICAN BRITISH SCHOOL,6.496010638297872,2007
13363,ESCUELA BASICA MUNICIPAL LA GRANJITA,6.480952380952381,2007
24723,COLEGIO KENDAL ENGLISH SCHOOL,6.477586206896552,2007
25130,ESCUELA BASICA   LOS CEIBOS,6.472321428571428,2007
11686,ESC HEROES DE LA CONCEPCION,6.466666666666666,2007
26278,ARISTA VITAE,6.458620689655173,2007
25006,SCUOLA ITALIANA VITTORIO MONTIGLIO ANEXO,6.442948717948718,2007
878,ESCUELA BASICA JOSE JOAQUIN VALLEJOS,6.442857142857143,2007
24325,ESCUELA CERRO GUIDO,6.44,2007
26287,ESCUELA BASICA BRUNNENWEG,6.4363636363636365,2007
1137,ESC. BAS. HORTENSIA POWELL'S,6.436,2007
5115,TRONGOL BAJO,6.433333333333334,2007
6683,ALTO BOROA,6.43,2007
4502,TURQUIA,6.428571428571429,2007
948,ESCUELA LAS AGUILAS,6.425,2007
11783,GIORDANO BRUNO,6.419469026548672,2007
1070,ESCUELA PUPIO,6.416666666666667,2007
3986,SANTA ROSA LAS RAICES,6.416666666666667,2007
2609,ESCUELA PALMILLA DE RETO,6.411111111111111,2007
24670,COLEGIO INTERNACIONAL  ALBA,6.404189435336977,2007
2667,ESCUELA EUSEBIO ABARCA,6.4,2007
7081,"ESCUELA RURAL ""RAÃINTULELFU""",6.4,2007
7861,"ESCUELA RURAL ""EL JARDIN DE OLMOPULLI""",6.4,2007
881,ESCUELA BASICA MARIA QUITERIA RAMIREZ,6.4,2007
8196,"ESCUELA RURAL ""CHULCHUY""",6.4,2007
15615,ESCUELA QUEBRADA DE NUEVO REINO,6.4,2007
8212,"ESCUELA RURAL ""PILPILEHUE""",6.4,2007
8129,"ESCUELA RURAL ""LLIUCO-MONTAÃA""",6.3999999999999995,2007
1080,ESCUELA BASICA JOSE ANTONIO ECHAVARRIA,6.3999999999999995,2007
1023,ESCUELA BASICA EL TEBAL,6.3999999999999995,2007
9485,ESCUELA BASICA HANS Y GRETEL,6.39527027027027,2007
3015,COLEGIO PARTICULAR MONTESSORI,6.395244385733157,2007
472,ESCUELA HACIENDA LAS VENTANAS,6.39375,2007
506,ESCUELA,6.392307692307692,2007
7455,"ESCUELA RURAL ""CANDELARIA PEREZ""",6.390909090909091,2007
3088,ESC. VILCHES ALTO,6.386666666666667,2007
1906,ESC. BAS. DELFINA ALARCON H.,6.386666666666667,2007
25893,ESCUELA BASICA SAN CRISTOBAL,6.384848484848485,2007
1116,ESCUELA DE CANELILLA,6.383333333333333,2007
840,ESCUELA BASICA OMAR ELORZA SMITH,6.383333333333333,2007
13603,COLEGIO VIATOR EXCELSIOR,6.377777777777777,2007
7233,"ESCUELA PARTICULAR N.96 ""COTRILLA CHICO""",6.375,2007
13312,ESCUELA CHEPICA,6.375,2007
8335,"ESCUELA RURAL ""RIO AZUL""",6.372727272727272,2007
24979,COLEGIO LOS ALERCES,6.366768292682927,2007
6246,ESCUELA LOICA,6.361538461538462,2007
20147,ESCUELA RUKA PEHUEW,6.36,2007
6556,LLIHUIN,6.36,2007
4120,LOS REMATES,6.36,2007
25958,ESCUELA BASICA MIRASOL DE SANTIAGO,6.359782608695652,2007
7856,"ESCUELA RURAL ""ASTILLEROS""",6.354545454545455,2007
13555,ESCUELA BASICA EL PALOMO,6.3500000000000005,2007
8163,"ESCUELA RURAL ""CHULLEC""",6.35,2007
1131,ESC. BAS. CASAS VIEJAS,6.347368421052631,2007
14913,COLEGIO GALILEO,6.3428571428571425,2007
4887,CRUCERO DE HUARO,6.3428571428571425,2007
7984,ESCUELA RURAL CARLOS FELMER,6.34,2007
5020,ANIBAL ESQUIVEL TAPIA,6.337413394919168,2007
508,ESCUELA,6.333333333333333,2007
